,anime_id,name,genre,type,episodes,rating,members
8380,19993,Kaminari Boy Pikkaribee★,"Adventure, Comedy, Kids",TV,54,6.2,64
8388,13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life",Movie,1,5.58,113
8392,30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,4.45,71
8395,30443,Kana Kana Kazoku: Shinnen no Goaisatsu,Comedy,ONA,1,3.74,84
8399,30167,Kanashiki Mongoose,"Kids, Music",Music,1,3.36,90
8403,18583,Kangetsu Ittou: Akuryou Kiri,"Action, Martial Arts, Samurai",OVA,2,5.23,91
8414,7479,Karate Baka Ichidai,"Historical, Martial Arts, Sports",TV,47,7.35,301
8416,9371,Karl to Fushigi na Tou,Kids,TV,26,5.14,176
8420,32623,Kasa Jizou,"Fantasy, Historical",Movie,1,4.43,40
8423,31926,Kashikokimono,Music,Movie,1,4.93,121
8441,19515,Kentoushi,"Seinen, Sports",OVA,3,6.25,88
8451,22615,Kero Kero Keroppi no Kero Kero House no Himitsu,"Fantasy, Kids",OVA,1,6.84,78
8456,22647,Kero Kero Keroppi no Sora Tobu Yume no Fune,"Fantasy, Kids",OVA,1,6.62,67
8457,22645,Kero Kero Keroppi no Sora wo Tobetara,"Adventure, Kids",OVA,1,6.45,69
8471,5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",OVA,1,5.92,168
8474,8492,Kikansha Yaemon,"Fantasy, Kids",Movie,1,5.64,89
8479,17483,Kiki to Lala no Hansel to Gretel,Kids,OVA,1,4.0,82
8481,29249,Kiki to Lala no Mamatte Suteki!,"Kids, Magic",OVA,1,5.43,61
8482,17485,Kiki to Lala no Ohimesama ni Naritai,Kids,OVA,1,5.65,98
8483,17979,Kiki to Lala no Papa to Mama ni Aitai,Kids,OVA,1,4.88,86
8484,8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,"Comedy, Mecha",OVA,3,5.61,188
8487,22595,Kimezou no Kimarimonku Ja Kimaranee.,Comedy,ONA,12,4.91,64
8489,30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,"Drama, Kids",OVA,1,7.0,34
8490,19941,Kimu no Juujika,"Drama, Historical",Movie,1,7.5,71
8493,33034,Kiniro Mosaic: Pretty Days,"Comedy, School, Slice of Life",Movie,1,7.23,4505
8494,26231,Kiniro no Kujira,"Drama, Kids",OVA,1,5.67,51
8496,3277,Kinnikuman: Haresugata! Seigi Choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.3,280
8506,33858,Kissaten Soudou,Comedy,ONA,1,3.46,34
8507,32693,Kitakaze to Taiyou,Kids,Movie,1,4.56,48
8510,26327,Kitsune to Budou,"Drama, Kids",OVA,1,5.8,70
8512,29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"Fantasy, Kids",OVA,1,6.2,48
8516,34286,KiyaKiya,Psychological,Music,1,5.67,26
8538,26091,Koe wo Kikasete,"Drama, Kids",OVA,1,8.33,47
8539,26345,Kogitsune no Okurimono,"Drama, Fantasy, Kids",OVA,1,6.5,52
8541,6261,Koguma no Misha,"Adventure, Comedy, Drama, Kids",TV,26,6.42,153
8542,24489,Koha Ginjiro,"Action, Drama, School, Shounen",OVA,3,5.6,74
8544,30968,Kokoro no Catchball,"Kids, Sports",OVA,1,7.33,34
8551,29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music,TV,10,5.47,75
8552,16263,Konchuu Tsurezuregusa,"Kids, Slice of Life",OVA,1,5.8,83
8553,24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,"Comedy, Fantasy",Movie,1,5.5,176
8560,10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,"Historical, Military",Special,1,6.45,164
8575,2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,"Adventure, Fantasy",Movie,1,5.94,181
8582,33528,Kubbe Kort Animasjon,Fantasy,ONA,24,5.64,44
8586,19781,Kuiba III: Zhanshen Jueqi,"Action, Adventure, Fantasy, Kids",Movie,1,6.82,176
8610,18773,Kuwagata Tsumami,Comedy,ONA,84,6.5,68
8611,28109,Kuzuryuugawa to Shounen,"Drama, Historical",OVA,1,7.75,61
8631,30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,"Comedy, Seinen",Movie,1,6.15,60
8636,30343,Legend of the Moles: The Frozen Horror,"Adventure, Fantasy, Kids",Movie,1,6.0,45
8638,6065,Lemon Angel YJ-ban,"Romance, School",OVA,2,5.71,217
8642,22421,Licca-chan to Mahou no Kuni,"Fantasy, Kids",ONA,7,4.38,72
8651,28097,Little Twins,"Adventure, Kids",OVA,3,6.0,62
8654,17102,Lolling Seutajeu,"Kids, Sports",TV,26,5.6,84
8655,17104,Lolling Seutajeu (Movie),"Kids, Sports",Movie,1,6.0,63
8660,23899,Lovely Movie: Itoshi no Muco Specials,Slice of Life,Special,3,4.67,166
8667,19971,Machi Ichiban no Kechinbou,"Drama, Historical, Music, Supernatural",Special,1,5.61,117
8672,3828,Maegami Tarou,Adventure,Special,1,6.08,105
8673,31463,"Maemilggot, Unsu Joeun Nal, Geurigo Bombom","Drama, Slice of Life",Movie,1,5.5,67
8677,15407,Magical Suite Prism Nana,Magic,OVA,7,7.93,6797
8681,33358,Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",OVA,1,6.0,107
8687,20499,Maji,"Drama, Shounen",OVA,3,6.17,109
8690,30051,Mak Dau Dang Dang Ban wo Xin,Comedy,Movie,1,6.11,56
8691,9817,Mak Dau Goo Si,Comedy,Movie,1,7.02,136
8692,30052,Mak Dau wo He wo Mama,Comedy,Movie,1,6.25,56
8694,28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,"Drama, Historical, Kids",OVA,1,8.0,37
8697,20229,Makkuro na Obentou,"Drama, Historical",Movie,1,7.67,103
8701,29782,Malay Oki Kaisen,"Historical, Military",Movie,1,4.21,85
8709,30930,Mameushi-kun no Koutsuu Anzen,"Drama, Kids",OVA,1,6.0,35
8722,23001,Manga Jinbutsushi,Historical,TV,365,6.91,71
8725,11829,Manga Mitokoumon,Historical,TV,46,7.15,169
8728,9856,Manga Nihon Emaki,Historical,TV,46,6.17,122
8731,22509,Manga Nihonshi (NHK Han),Historical,TV,40,7.55,188
8732,10282,Manga Nippon Mukashibanashi,Historical,TV,12,5.95,174
8734,24683,Manzai Taikouki,"Comedy, Historical, Seinen",Movie,1,5.14,53
8737,16784,Marin X,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.08,76
8746,33843,Matsubara-kun: Mackie E no Ouen Message,Comedy,ONA,1,3.38,48
8748,25301,Maya no Isshou,"Drama, Historical, Slice of Life",Movie,1,8.75,66
8750,29719,Maze Maze Wien,Dementia,Movie,1,5.9,59
8754,11711,Me wo Samase Toragorou,Kids,Special,1,5.67,69
8756,31009,Mebuki,"Drama, Kids",OVA,1,7.0,34
8757,16834,Mecha Robot Corps 3,"Action, Adventure, Mecha, Shounen",Movie,1,4.31,82
8762,25491,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,Fantasy,Special,1,4.94,128
8771,21447,Meitantei Rascal,"Adventure, Kids, Mystery",TV,12,5.52,162
8774,18331,Meoteoldosawa 108 Yogoe,"Action, Adventure, Fantasy, Shounen",Movie,1,5.44,67
8777,16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,6.9,126
8791,19597,Milk House Dreaming: Ai no Shiki,"Music, Shoujo",OVA,1,4.81,122
8794,26319,Mimizuku to Tsuki-sama,"Drama, Kids",OVA,1,5.8,43
8803,7452,Mini Moni Yaru no da Pyon!,Comedy,TV,66,4.78,146
8812,16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy",OVA,5,7.12,97
8813,5374,Miracle! Mimika,"Kids, Slice of Life",TV,225,5.28,145
8815,32251,Mirai e no Kakehashi: Bridge for Future,Slice of Life,ONA,6,5.18,282
8816,29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou","Drama, Kids",OVA,1,8.5,45
8817,16159,Mirai Kara Kita Shounen Super Jetter,"Action, Comedy, Sci-Fi, Super Power",TV,52,5.43,108
8820,25053,Mister Ajikko Special,"Comedy, Shounen",Special,1,6.82,119
8830,33228,Mobile Suit Gundam-san: Hiyoko day's Ichisuisei Hiyoko to Fushigi na Ofuda,"Comedy, Mecha, Parody",Special,1,5.64,222
8834,11959,Moeru! Oniisan (OVA),Comedy,OVA,2,5.89,104
8843,10758,Momotarou,Drama,Movie,1,5.57,183
8845,11533,Momotarou Densetsu,"Adventure, Comedy",TV,51,6.35,150
8846,28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,"Drama, Fantasy, Historical, Kids",OVA,1,6.0,39
8849,31924,Monchhichiisu,Kids,TV,20,4.8,39
8851,9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,"Action, Comedy",Special,2,6.08,227
8853,22221,Monoshiri Daigaku: Ashita no Calendar,Historical,TV,1274,6.8,112
8860,33116,Mori no Ongakutai,"Fantasy, Kids",Movie,1,4.69,47
8861,20173,Mori no Senshi Bonolon,"Adventure, Fantasy, Kids",TV,26,4.57,66
8869,17605,Mr. Pen Pen II,"Comedy, Kids, Shoujo",Special,1,5.78,63
8871,31639,Mr. Shape: High Touch Taisou,"Kids, Music",ONA,1,4.11,65
8872,2735,Mugen Senki Portriss,"Action, Mecha, Sci-Fi, Shounen",TV,52,5.33,161
8877,29895,Muku no Ki no Hanashi,Kids,Movie,1,4.04,84
8880,14253,My Melody no Akazukin,"Fantasy, Kids",Movie,1,5.6,146
8883,17100,Nae Ireumeun Dokgotak,Sports,Movie,1,5.0,66
8886,26147,Nagasaki no Kouma,"Historical, Kids",Movie,1,7.33,50
8887,32776,Nagisa,Music,Music,1,3.85,69
8894,25083,Nanatsu no Umi no Tico Specials,"Adventure, Slice of Life",Special,2,6.78,137
8898,30398,Nani ga Dekiru ka na,Comedy,Movie,1,3.52,101
8899,33861,Nani no Yaku ni Mo Tatanai Karappona Hanashi,Comedy,ONA,2,3.5,33
8906,24549,Naniwabushi Daisuki,"Drama, Historical, Sports",Special,1,7.0,49
8913,28695,Nansensu Monogatari Dai Ippen: Sarugashima,Adventure,Movie,1,5.11,126
8914,29715,Nar Doma,Comedy,TV,26,5.02,2124
8916,32275,Nar Doma Special,Comedy,Special,1,8.0,71
8917,32136,Narara Superboard,"Action, Adventure, Comedy",TV,54,4.83,46
8918,16810,Narara Wondeogongju,"Action, Adventure, Sci-Fi, Space, Super Power",Movie,1,3.25,87
8938,30647,Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,Romance,ONA,1,5.24,255
8939,27843,Nemurenu Yoru no Chiisana Ohanashi,Kids,OVA,3,6.25,53
8953,8891,Nihon-ichi no Otoko no Tamashii 2,"Comedy, Romance",TV,16,6.57,187
8959,25059,"Nikoniko, Pun","Comedy, Fantasy, Kids",TV,40,5.88,62
8967,32788,Ningyo no Hanashi,"Fantasy, Music",Music,1,4.68,66
8973,33060,Ninja Negizou,"Kids, Music",Music,1,5.0,40
8991,7495,Nonki na Tou-san Ryuuguu Mairi,Supernatural,Movie,1,5.5,105
8992,18573,Noobow,"Kids, Slice of Life",TV,26,6.25,64
9002,5089,Noramimi 2,Comedy,TV,13,6.48,156
9004,31020,Norasco: Cinema Point Card-hen,"Comedy, Slice of Life",Movie,10,6.86,57
9006,32904,Norimono Atsumare: Hit Song-shuu,Music,OVA,6,4.17,51
9007,20799,Norman the Snowman: Kita no Kuni no Aurora (Kari),"Fantasy, Kids",Movie,1,7.67,98
9011,32633,Nowisee,Music,Music,24,7.64,560
9014,22849,Nyamen,Comedy,TV,12,5.62,414
9018,9810,Nyani ga Nyandaa Nyandaa Kamen,Comedy,TV,83,6.75,169
9019,19305,Nyuru Nyuru!! Kakusen-kun,Comedy,TV,25,5.44,280
9028,20075,Obocchama-kun,"Comedy, Parody",TV,164,6.47,85
9030,34363,Ocha-ken: Ryokutto Monogatari,"Kids, Slice of Life",TV,13,8.0,20
9033,18469,Odoriko Clinoppe,"Comedy, Slice of Life",TV,26,5.75,99
9043,16730,Ojamanga Yamada-kun (Movie),"Comedy, Slice of Life",Movie,1,7.09,142
9046,16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,5.64,78
9054,23865,Ojisan Kaizou Kouza,Comedy,Movie,1,6.43,60
9059,10353,Okama Hakusho,"Comedy, Seinen",OVA,3,5.67,183
9063,30158,Okore!! Nonkuro,Kids,Special,1,3.93,52
9065,32472,Okoru yo!,"Kids, Music",Music,1,5.0,37
9069,26197,Omedetou Jesus-sama,"Historical, Kids",OVA,1,5.67,68
9079,21163,Oni no Ko to Yuki Usagi,"Demons, Fantasy, Kids",Movie,1,6.21,131
9082,22541,Oniku Daisuki! Zeushi-kun,Comedy,TV,12,4.98,150
9083,28185,Oniku Daisuki! Zeushi-kun 2nd Season,Comedy,ONA,6,5.05,92
9088,29275,Ooedo Torimonochou: Nezumi Kozou,"Historical, Kids, Mystery",OVA,1,8.0,41
9089,28113,Ooi! Adacchii!,"Historical, Kids",OVA,1,7.5,53
9095,21539,Oraa Guzura Dado,"Comedy, Kids",TV,52,6.63,87
9096,29053,Orangutan,"Kids, Music",Music,1,4.16,98
9097,9338,Ore no Sora Keiji-hen,"Action, Drama, Police",OVA,2,6.0,131
9099,25809,Ore-tachi Ijiwaru Kei,Comedy,TV,14,5.71,101
9104,23267,Osaru no Tairyou,Slice of Life,Movie,1,4.36,111
9105,3362,Oshare Majo Love and Berry: Shiawase no Mahou,Magic,Movie,1,5.83,398
9117,17675,Otogi no Sekai Ryokou,Adventure,Movie,1,5.5,67
9121,19559,Otoko wa Tsurai yo: Torajirou Wasurenagusa,"Comedy, Romance",Special,1,5.78,78
9131,30932,Oz no Mahoutsukai no Koutsuu Anzen no Tabi,"Drama, Fantasy, Kids",OVA,1,8.33,36
9132,33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1,4.35,574
9133,20185,Pa-Pa-Pa the ★ Movie: Perman,"Adventure, Comedy",Movie,1,6.73,111
9135,13165,Paboo & Mojies,Kids,TV,52,4.0,113
9138,33238,Padak Padak,Drama,Movie,1,6.5,62
9140,30417,Panpaka Pants O-New!,"Comedy, Kids",TV,26,3.6,131
9141,10953,Pants Pankurou,"Comedy, Kids, Slice of Life",TV,85,6.38,71
9149,6018,Patchin shite! Obaachan,Drama,Movie,1,6.83,112
9152,33122,Pâtisserie no Monster,Slice of Life,ONA,4,4.61,100
9154,12359,Pecola,Kids,TV,26,5.35,147
9157,27399,Peeping Life Movie: We Are The Hero,"Comedy, Slice of Life",OVA,1,5.1,127
9162,22675,Peeping Life: Gekijou Original-ban,"Comedy, Slice of Life",Movie,5,4.67,161
9183,23739,Peter Pan no Bouken Specials,"Adventure, Fantasy",Special,2,5.71,128
9185,29953,Phantasm,"Dementia, Music",Movie,1,3.59,74
9191,31465,Pichiko Dakyuubu USA-hen,"Comedy, Sports",Special,3,4.92,41
9205,3769,Play Ball 2nd,"Action, Shounen, Sports",TV,13,6.56,198
9213,22569,Pom Pom Purin no Usagi to Kame,"Fantasy, Kids",OVA,1,4.31,78
9214,31647,Ponkotsuland Saga,"Comedy, Parody",ONA,1,3.41,140
9215,23089,Ponsuke no Haru,"Comedy, Kids",Movie,1,6.33,62
9221,2093,Pops,"Romance, Shoujo, Slice of Life",OVA,1,5.9,171
9233,8670,Pozzie,Kids,Special,17,6.73,82
9234,30765,Present,"Drama, Kids",OVA,1,5.5,45
9237,25983,Private Eye Dol,"Comedy, Mystery",Special,3,5.91,73
9240,17321,Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,"Kids, Sports",Movie,1,4.5,73
9242,18339,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,"Comedy, Sports",Movie,1,4.5,58
9243,18341,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,"Comedy, Sports",Movie,1,4.75,58
9272,29477,Rescue YoYo,"Kids, Mecha",Special,1,3.26,67
9276,14249,Ribbon no Kishi (1999),Adventure,Movie,1,5.86,178
9277,22241,Ribbon no Kishi Pilot,Adventure,Special,1,5.36,139
9278,13459,Ribbon-chan,Comedy,TV,24,4.83,93
9291,16620,Robot King,"Action, Mecha",Movie,1,4.67,90
9292,29375,Robot Pulta,"Adventure, Comedy, Kids, Mecha",TV,40,5.0,45
9295,16562,Robot Taekwon V: Wooju Jakjeon,"Action, Mecha, Sci-Fi",Movie,1,4.88,88
9297,14781,Roboteuwang Sseonsyakeu,"Action, Mecha, Sci-Fi",Movie,1,2.49,121
9301,25623,Rouge: Lady's Comic Video,"Drama, Josei, Romance",OVA,2,7.33,144
9302,9061,RPG Densetsu Hepoi,"Adventure, Fantasy",TV,50,6.89,158
9305,10653,Running Boy: Star Soldier no Himitsu,"Sci-Fi, Space",Movie,1,5.64,96
9318,5997,Sabu to Ichi Torimono Hikae,"Action, Adventure, Drama, Historical, Martial Arts, Police, Samurai, Shounen, Slice of Life",TV,52,7.1,494
9319,33239,Saenggakboda Markeun,"Drama, Slice of Life",Movie,1,7.5,410
9328,3869,Sakura Momoko Gekijou: Coji-Coji,"Comedy, Fantasy",TV,100,6.65,186
9330,29798,Sakura Yori Ai wo Nosete,Kids,Movie,1,4.15,96
9338,22973,Sangokushi,"Action, Historical",Special,1,7.86,68
9346,34191,Santa-san wa Dai Isogashi,"Fantasy, Kids",OVA,1,9.0,25
9353,23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,"Comedy, Kids",OVA,1,5.25,49
9365,33163,Seishain Cyborg 003,Comedy,ONA,2,4.39,155
9369,17835,Seito Shokun! Kokoro ni Midori no Neckerchief wo,"Comedy, School, Shoujo",Special,1,6.41,116
9376,27379,Sekai no Ouja: King Kong Taikai,"Adventure, Sci-Fi",Special,1,6.0,57
9389,15961,Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen",OVA,4,7.6,169
9391,33906,Shangri-La (Music),Music,Music,1,3.54,55
9405,30201,Shiawase no Tokei,Music,Music,1,4.35,73
9406,18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",OVA,2,6.0,161
9407,1739,Shibawanko no Wa no Kokoro,Kids,TV,80,6.27,369
9419,9885,Shin Bikkuriman,"Comedy, Fantasy",TV,72,5.29,110
9426,33132,Shin Kachikachi Yama,Fantasy,Movie,1,7.5,37
9430,7980,Shin Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",TV,70,5.78,124
9437,22997,Shin Skyers 5,"Action, Sci-Fi",TV,26,6.25,68
9441,14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,4.61,104
9442,15579,Shinkai Densetsu Meremanoid,"Adventure, Fantasy",TV,24,6.0,163
9443,22313,Shinken Densetsu: Tight Road,"Action, Martial Arts",TV,13,5.67,103
9450,30939,Shiranpuri,"Drama, School",OVA,1,6.18,155
9451,2712,Shiratori Reiko de Gozaimasu!,"Comedy, Romance",OVA,1,5.44,158
9453,29401,Shiritori Oukoku,Kids,TV,3,4.71,48
9456,5933,Shiroi Kiba White Fang Monogatari,"Adventure, Drama, Historical",Special,1,6.63,185
9463,29741,Shitamachi Alien PapiPipiPupi,Sci-Fi,ONA,13,7.0,43
9465,24789,Shoko Nakagawa Prism Tour Special,Music,Special,1,5.55,149
9469,10369,Shougeki Shinsengumi,"Comedy, Historical",OVA,1,6.26,84
9470,7092,Shoujo Fight: Norainu-tachi no Odekake,"Comedy, School, Seinen, Sports",OVA,1,5.14,358
9472,33199,Shounen Ashibe,Comedy,OVA,6,6.0,52
9474,8832,Shounen Ashibe 2,"Comedy, Slice of Life",TV,25,5.63,125
9478,30940,Shounen Muku Hatojuu Monogatari,"Drama, Kids",OVA,1,6.0,37
9480,19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Samurai, Shounen",Movie,1,5.8,90
9487,33757,Shuang Yue Zhi Chengi,"Military, Sci-Fi",ONA,12,5.75,81
9489,30982,Shutter Chance,"Drama, Kids",OVA,1,4.75,42
9491,10541,Shuukan Shimakou,Comedy,TV,11,5.32,251
9493,11609,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy,TV,11,5.52,130
9501,2101,Singles,"Romance, Shoujo",OVA,1,5.32,161
9506,19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",TV,162,7.18,72
9507,10774,Soccer Fever,"Historical, Sports",TV,51,6.47,166
9511,28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",OVA,1,7.33,38
9512,23979,Something Great Chizu ni Nai Machi,Slice of Life,Movie,1,8.2,70
9517,30082,Sonna Boku ga Suki,"Kids, Music",Music,1,4.06,68
9518,18283,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,1,3.42,68
9520,22393,Sora e,"Fantasy, Kids, Music",Music,1,5.56,116
9524,21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy, Kids",Special,1,5.82,74
9527,27499,Sore Ike! Anpanman: Anpanman to Kaizoku Lobster,"Adventure, Fantasy, Kids",Special,1,5.5,70
9528,21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",Movie,1,4.94,75
9530,27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Adventure, Fantasy, Kids",Movie,1,6.5,73
9532,10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids",Movie,1,5.89,124
9539,17004,Sore Ike! Anpanman: Franken-Robo-kun's Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1,5.69,81
9564,27373,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",OVA,12,5.64,66
9566,27683,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,"Comedy, Fantasy, Kids",Movie,1,4.83,74
9573,20113,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,"Adventure, Kids",Movie,1,4.74,81
9577,21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy, Kids",Movie,1,5.0,73
9579,10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",Movie,1,5.39,107
9580,21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",Movie,1,5.2,73
9581,14381,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",Movie,1,5.59,104
9588,11497,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",TV,26,7.0,86
9590,3822,Sougen no Shoujo Laura,"Adventure, Shoujo",TV,26,6.49,214
9609,29429,Straw Byururu,"Adventure, Fantasy, Kids, Magic",Special,2,5.0,83
9616,3885,Sugar Bunnies,Kids,TV,26,6.61,315
9617,6482,Sugar Bunnies Chocolate!,Kids,TV,26,6.95,203
9620,34000,Sugar Bunnies Fleur Specials,Kids,Special,2,3.67,44
9621,33998,Sugar Bunnies: Taisetsu na Tomodachi e...,Kids,Special,1,5.0,46
9622,4440,Sugata Sanshirou,"Action, Martial Arts, Sports",Special,1,6.65,158
9625,4553,Sukima no Kuni no Polta,Fantasy,TV,13,5.67,217
9643,26035,Sweet Spot,Comedy,OVA,1,7.0,59
9650,29799,Tabi wa Michizure Yo wa Nasake,Kids,Movie,1,4.26,92
9651,26219,Tabidachi no Hi ni,"Drama, Kids",OVA,1,8.33,44
9653,16754,Taegeugsonyeon Huin Dogsuli,"Action, Adventure, Shounen, Super Power",Movie,1,3.79,73
9654,14821,Taekwon Dongja Maruchi Arachi,Action,Movie,1,4.53,93
9656,18629,Taiheiyou ni Kakeru Niji,"Drama, Kids, Slice of Life",OVA,1,5.44,79
9658,18569,Taiman Blues: Shimizu Naoto-hen,Shounen,OVA,3,4.85,104
9664,32142,Takemoto Denki x Peeping Life,"Comedy, Slice of Life",ONA,1,4.22,85
9675,26093,"Tanbai Haru, Tookaraji","Drama, Kids",OVA,1,5.25,50
9687,16728,Tatakae!! Ramenman (Movie),"Action, Adventure, Martial Arts, Shounen",Movie,1,5.95,168
9689,29425,Teach,"Adventure, Kids, Music",TV,4,7.0,43
9691,30012,Tekusuke Monogatari,Historical,Movie,1,4.0,89
9697,5922,Tenjouhen: Utsunomiko,"Adventure, Demons, Fantasy",Movie,1,6.9,271
9700,32167,Tenkousei wa Uchuujin,"Kids, Music",Music,1,4.09,57
9704,18907,Tensai Eri-chan Kingyo wo Tabeta,"Comedy, Kids, Slice of Life",Movie,1,4.5,60
9712,27993,Tetsujin 28-gou: Tanjou-hen,"Adventure, Mecha, Sci-Fi, Shounen",Special,1,5.08,90
9715,29151,Tezuka Osamu Monogatari,Historical,ONA,10,4.86,69
9721,7459,The Collected Animations of ICAF (2001-2006),"Fantasy, Mystery",OVA,16,5.57,146
9726,31893,The Legend of Huainanzi 2nd Season,"Adventure, Fantasy, Historical",TV,26,7.0,57
9727,7955,The Marshmallow Times,Slice of Life,TV,52,7.09,216
9749,19049,Tobe! Pegasus Kokoro no Goal ni Shoot,"School, Sports",Movie,1,5.75,76
9751,20125,Tobidase! Machine Hiryuu,"Cars, Comedy, Parody, Shounen",TV,21,5.17,76
9752,30928,Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen,"Drama, Kids",OVA,1,4.0,38
9763,29473,Toko-chan Chokkin,"Adventure, Historical, Kids, Slice of Life",TV,3,6.67,37
9764,26275,Tokugawa Iemitsu to Edo Bakufu,"Drama, Historical, Kids, Samurai",OVA,1,6.33,50
9765,33525,Tokyo 2164,Sci-Fi,ONA,1,3.27,59
9767,33533,Tokyo Onlypic,"Comedy, Parody, Sports",Movie,1,6.33,29
9770,29209,Tomodachi de Iyou ne,"Kids, Slice of Life",TV,26,7.5,40
9778,32855,Tonight,Music,Music,1,4.85,91
9782,6124,Toshishun,"Adventure, Drama, Fantasy, Historical, Supernatural",Special,1,6.3,92
9786,2366,Touma Kishinden Oni,Supernatural,TV,25,6.4,303
9788,10812,Toumei Shounen Tantei Akira,"Action, Shounen",Special,1,6.05,129
9793,20087,Treasure Gaust,Game,TV,5,3.82,96
9801,32861,Tsukiyomi,Music,Music,1,4.73,86
9803,29479,Tsunagaru Animal,Kids,Special,1,5.4,39
9819,12899,Ucchare Goshogawara,"Martial Arts, School, Shounen, Sports",OVA,1,5.83,152
9827,12887,Uchuu Shounen Soran,"Action, Adventure, Sci-Fi",TV,96,6.22,122
9833,10815,UFO Senshi Dai Apolon 2,"Action, Mecha, Sci-Fi",TV,21,6.08,144
9834,16830,Uju Jeonsa Hong Gildong,"Action, Adventure, Kids, Sci-Fi, Space",Movie,1,4.58,63
9838,34078,Ukkari Pénélope (2013),"Kids, Slice of Life",TV,13,7.0,32
9839,8346,Ukkari Pénélope OVA,Fantasy,OVA,2,5.93,100
9843,10244,Ultra B: Black Hole kara no Dokusaisha BB!!,"Adventure, Comedy",Movie,1,5.54,71
9847,11695,Ultraman Graffiti,"Action, Comedy, Parody, Super Power",OVA,6,5.25,123
9856,30977,Umi no Koumori,"Drama, Kids",OVA,1,6.0,32
9857,20225,Umigame to Shounen,"Drama, Historical",Special,1,6.55,90
9865,29917,Uriko-hime to Amanojaku,Demons,Movie,1,4.41,71
